variable,full_name,label,value_type,description,categories,categories_label
metmsr1561,BiB_Metabolomics.metms_pairm_r.metmsr1561,alpha-tocopherol [raw],decimal,,,
metmsr1585,BiB_Metabolomics.metms_pairm_r.metmsr1585,N-acetylalanine [raw],decimal,,,
metmsr1567,BiB_Metabolomics.metms_pairm_r.metmsr1567,vanillylmandelate (VMA) [raw],decimal,,,
metmsr1558,BiB_Metabolomics.metms_pairm_r.metmsr1558,4-acetamidobutanoate [raw],decimal,,,
metmsr1566,BiB_Metabolomics.metms_pairm_r.metmsr1566,3-aminoisobutyrate [raw],decimal,,,
metmsr1564,BiB_Metabolomics.metms_pairm_r.metmsr1564,citrate [raw],decimal,,,
metmsr1559,BiB_Metabolomics.metms_pairm_r.metmsr1559,"5,6-dihydrouracil [raw]",decimal,,,
metmsr42374,BiB_Metabolomics.metms_pairm_r.metmsr42374,2-aminobutyrate [raw],decimal,,,
metmsr1604,BiB_Metabolomics.metms_pairm_r.metmsr1604,urate [raw],decimal,,,
metmsr1605,BiB_Metabolomics.metms_pairm_r.metmsr1605,ursodeoxycholate [raw],decimal,,,
metmsr2730,BiB_Metabolomics.metms_pairm_r.metmsr2730,gamma-glutamylglutamine [raw],decimal,,,
metmsr1669,BiB_Metabolomics.metms_pairm_r.metmsr1669,4-hydroxyphenylpyruvate [raw],decimal,,,
metmsr40605,BiB_Metabolomics.metms_pairm_r.metmsr40605,butyrate/isobutyrate (4:0) [raw],decimal,,,
metmsr1598,BiB_Metabolomics.metms_pairm_r.metmsr1598,tigloylglycine [raw],decimal,,,
metmsr32377,BiB_Metabolomics.metms_pairm_r.metmsr32377,N-acetylneuraminate [raw],decimal,,,
metmsr27718,BiB_Metabolomics.metms_pairm_r.metmsr27718,creatine [raw],decimal,,,
metmsr18368,BiB_Metabolomics.metms_pairm_r.metmsr18368,"cys-gly, oxidized [raw]",decimal,,,
metmsr18474,BiB_Metabolomics.metms_pairm_r.metmsr18474,estrone 3-sulfate [raw],decimal,,,
metmsr17805,BiB_Metabolomics.metms_pairm_r.metmsr17805,dihomo-linoleate (20:2n6) [raw],decimal,,,
metmsr18245,BiB_Metabolomics.metms_pairm_r.metmsr18245,gamma-glutamylhistidine [raw],decimal,,,
metmsr17945,BiB_Metabolomics.metms_pairm_r.metmsr17945,2-hydroxystearate [raw],decimal,,,
metmsr15650,BiB_Metabolomics.metms_pairm_r.metmsr15650,N1-methyladenosine [raw],decimal,,,
metmsr15122,BiB_Metabolomics.metms_pairm_r.metmsr15122,glycerol [raw],decimal,,,
metmsr15506,BiB_Metabolomics.metms_pairm_r.metmsr15506,choline [raw],decimal,,,
metmsr18369,BiB_Metabolomics.metms_pairm_r.metmsr18369,gamma-glutamylleucine [raw],decimal,,,
metmsr12017,BiB_Metabolomics.metms_pairm_r.metmsr12017,3-methoxytyrosine [raw],decimal,,,
metmsr44619,BiB_Metabolomics.metms_pairm_r.metmsr44619,fluoxetine [raw],decimal,,,
metmsr12032,BiB_Metabolomics.metms_pairm_r.metmsr12032,4-acetamidophenol [raw],decimal,,,
metmsr12129,BiB_Metabolomics.metms_pairm_r.metmsr12129,beta-hydroxyisovalerate [raw],decimal,,,
metmsr32462,BiB_Metabolomics.metms_pairm_r.metmsr32462,N-linoleoylglycine [raw],decimal,,,
metmsr44877,BiB_Metabolomics.metms_pairm_r.metmsr44877,N-palmitoyl-sphingosine (d18:1/16:0) [raw],decimal,,,
metmsr19263,BiB_Metabolomics.metms_pairm_r.metmsr19263,1-palmitoyl-2-oleoyl-GPE (16:0/18:1) [raw],decimal,,,
metmsr52450,BiB_Metabolomics.metms_pairm_r.metmsr52450,1-palmitoyl-2-linoleoyl-GPI (16:0/18:2) [raw],decimal,,,
metmsr42446,BiB_Metabolomics.metms_pairm_r.metmsr42446,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2) [raw],decimal,,,
metmsr19503,BiB_Metabolomics.metms_pairm_r.metmsr19503,stearoyl sphingomyelin (d18:1/18:0) [raw],decimal,,,
metmsr52461,BiB_Metabolomics.metms_pairm_r.metmsr52461,1-palmitoyl-2-oleoyl-GPC (16:0/18:1) [raw],decimal,,,
metmsr54979,BiB_Metabolomics.metms_pairm_r.metmsr54979,N-stearoyl-sphingosine (d18:1/18:0)* [raw],decimal,,,
metmsr32346,BiB_Metabolomics.metms_pairm_r.metmsr32346,glycochenodeoxycholate [raw],decimal,,,
metmsr18494,BiB_Metabolomics.metms_pairm_r.metmsr18494,taurochenodeoxycholate [raw],decimal,,,
metmsr18497,BiB_Metabolomics.metms_pairm_r.metmsr18497,taurocholate [raw],decimal,,,
metmsr12261,BiB_Metabolomics.metms_pairm_r.metmsr12261,taurodeoxycholate [raw],decimal,,,
metmsr18281,BiB_Metabolomics.metms_pairm_r.metmsr18281,2-hydroxyhippurate (salicylurate) [raw],decimal,,,
metmsr45721,BiB_Metabolomics.metms_pairm_r.metmsr45721,3-(N-acetyl-L-cystein-S-yl) acetaminophen [raw],decimal,,,
metmsr37475,BiB_Metabolomics.metms_pairm_r.metmsr37475,4-acetaminophen sulfate [raw],decimal,,,
metmsr18467,BiB_Metabolomics.metms_pairm_r.metmsr18467,eicosapentaenoate (EPA; 20:5n3) [raw],decimal,,,
metmsr15745,BiB_Metabolomics.metms_pairm_r.metmsr15745,methylsuccinate [raw],decimal,,,
metmsr15765,BiB_Metabolomics.metms_pairm_r.metmsr15765,ethylmalonate [raw],decimal,,,
metmsr15500,BiB_Metabolomics.metms_pairm_r.metmsr15500,carnitine [raw],decimal,,,
metmsr15778,BiB_Metabolomics.metms_pairm_r.metmsr15778,benzoate [raw],decimal,,,
metmsr15749,BiB_Metabolomics.metms_pairm_r.metmsr15749,3-phenylpropionate (hydrocinnamate) [raw],decimal,,,
metmsr57745,BiB_Metabolomics.metms_pairm_r.metmsr57745,phenylacetate [raw],decimal,,,
metmsr15753,BiB_Metabolomics.metms_pairm_r.metmsr15753,hippurate [raw],decimal,,,
metmsr15679,BiB_Metabolomics.metms_pairm_r.metmsr15679,xanthurenate [raw],decimal,,,
metmsr15730,BiB_Metabolomics.metms_pairm_r.metmsr15730,suberate (C8-DC) [raw],decimal,,,
metmsr15676,BiB_Metabolomics.metms_pairm_r.metmsr15676,3-methyl-2-oxovalerate [raw],decimal,,,
metmsr18374,BiB_Metabolomics.metms_pairm_r.metmsr18374,methionine sulfoxide [raw],decimal,,,
metmsr15677,BiB_Metabolomics.metms_pairm_r.metmsr15677,3-methylhistidine [raw],decimal,,,
metmsr15736,BiB_Metabolomics.metms_pairm_r.metmsr15736,4-acetamidophenylglucuronide [raw],decimal,,,
metmsr15685,BiB_Metabolomics.metms_pairm_r.metmsr15685,5-hydroxylysine [raw],decimal,,,
metmsr15681,BiB_Metabolomics.metms_pairm_r.metmsr15681,4-guanidinobutanoate [raw],decimal,,,
metmsr15443,BiB_Metabolomics.metms_pairm_r.metmsr15443,glucuronate [raw],decimal,,,
metmsr43847,BiB_Metabolomics.metms_pairm_r.metmsr43847,glycerol 3-phosphate [raw],decimal,,,
metmsr15716,BiB_Metabolomics.metms_pairm_r.metmsr15716,imidazole lactate [raw],decimal,,,
metmsr15140,BiB_Metabolomics.metms_pairm_r.metmsr15140,kynurenine [raw],decimal,,,
metmsr15990,BiB_Metabolomics.metms_pairm_r.metmsr15990,glycerophosphorylcholine (GPC) [raw],decimal,,,
metmsr15720,BiB_Metabolomics.metms_pairm_r.metmsr15720,N-acetylglutamate [raw],decimal,,,
metmsr15336,BiB_Metabolomics.metms_pairm_r.metmsr15336,tartarate [raw],decimal,,,
metmsr15136,BiB_Metabolomics.metms_pairm_r.metmsr15136,xanthosine [raw],decimal,,,
metmsr15667,BiB_Metabolomics.metms_pairm_r.metmsr15667,2-isopropylmalate [raw],decimal,,,
metmsr18477,BiB_Metabolomics.metms_pairm_r.metmsr18477,glycodeoxycholate [raw],decimal,,,
metmsr18394,BiB_Metabolomics.metms_pairm_r.metmsr18394,theophylline [raw],decimal,,,
metmsr18335,BiB_Metabolomics.metms_pairm_r.metmsr18335,quinate [raw],decimal,,,
metmsr18392,BiB_Metabolomics.metms_pairm_r.metmsr18392,theobromine [raw],decimal,,,
metmsr18280,BiB_Metabolomics.metms_pairm_r.metmsr18280,gentisate [raw],decimal,,,
metmsr18254,BiB_Metabolomics.metms_pairm_r.metmsr18254,paraxanthine [raw],decimal,,,
metmsr18349,BiB_Metabolomics.metms_pairm_r.metmsr18349,indolelactate [raw],decimal,,,
metmsr27672,BiB_Metabolomics.metms_pairm_r.metmsr27672,3-indoxyl sulfate [raw],decimal,,,
metmsr33422,BiB_Metabolomics.metms_pairm_r.metmsr33422,gamma-glutamylphenylalanine [raw],decimal,,,
metmsr22116,BiB_Metabolomics.metms_pairm_r.metmsr22116,4-methyl-2-oxopentanoate [raw],decimal,,,
